Name,Types,Stats
Milotic,Water,hp:95|atk:60|def:79|spa:100|spd:125|spe:81
Castform,Normal,hp:70|atk:70|def:70|spa:70|spd:70|spe:70
Kecleon,Normal,hp:60|atk:90|def:70|spa:60|spd:120|spe:40
Shuppet,Ghost,hp:44|atk:75|def:35|spa:63|spd:33|spe:45
Banette,Ghost,hp:64|atk:115|def:65|spa:83|spd:63|spe:65
Duskull,Ghost,hp:20|atk:40|def:90|spa:30|spd:90|spe:25
Dusclops,Ghost,hp:40|atk:70|def:130|spa:60|spd:130|spe:25
Tropius,Grass|Flying,hp:99|atk:68|def:83|spa:72|spd:87|spe:51
Chimecho,Psychic,hp:75|atk:50|def:80|spa:95|spd:90|spe:65
Absol,Dark,hp:65|atk:130|def:60|spa:75|spd:60|spe:75
Wynaut,Psychic,hp:95|atk:23|def:48|spa:23|spd:48|spe:23
Snorunt,Ice,hp:50|atk:50|def:50|spa:50|spd:50|spe:50
Glalie,Ice,hp:80|atk:80|def:80|spa:80|spd:80|spe:80
Spheal,Ice|Water,hp:70|atk:40|def:50|spa:55|spd:50|spe:25
Sealeo,Ice|Water,hp:90|atk:60|def:70|spa:75|spd:70|spe:45
Walrein,Ice|Water,hp:110|atk:80|def:90|spa:95|spd:90|spe:65
Clamperl,Water,hp:35|atk:64|def:85|spa:74|spd:55|spe:32
Huntail,Water,hp:55|atk:104|def:105|spa:94|spd:75|spe:52
Gorebyss,Water,hp:55|atk:84|def:105|spa:114|spd:75|spe:52
Relicanth,Water|Rock,hp:100|atk:90|def:130|spa:45|spd:65|spe:55
Luvdisc,Water,hp:43|atk:30|def:55|spa:40|spd:65|spe:97
Bagon,Dragon,hp:45|atk:75|def:60|spa:40|spd:30|spe:50
Shelgon,Dragon,hp:65|atk:95|def:100|spa:60|spd:50|spe:50
Salamence,Dragon|Flying,hp:95|atk:135|def:80|spa:110|spd:80|spe:100
Beldum,Steel|Psychic,hp:40|atk:55|def:80|spa:35|spd:60|spe:30
Metang,Steel|Psychic,hp:60|atk:75|def:100|spa:55|spd:80|spe:50
Metagross,Steel|Psychic,hp:80|atk:135|def:130|spa:95|spd:90|spe:70
Regirock,Rock,hp:80|atk:100|def:200|spa:50|spd:100|spe:50
Regice,Ice,hp:80|atk:50|def:100|spa:100|spd:200|spe:50
Registeel,Steel,hp:80|atk:75|def:150|spa:75|spd:150|spe:50
Latias,Dragon|Psychic,hp:80|atk:80|def:90|spa:110|spd:130|spe:110
Latios,Dragon|Psychic,hp:80|atk:90|def:80|spa:130|spd:110|spe:110
Kyogre,Water,hp:100|atk:100|def:90|spa:150|spd:140|spe:90
Groudon,Ground,hp:100|atk:150|def:140|spa:100|spd:90|spe:90
Rayquaza,Dragon|Flying,hp:105|atk:150|def:90|spa:150|spd:90|spe:95
Jirachi,Steel|Psychic,hp:100|atk:100|def:100|spa:100|spd:100|spe:100
Deoxys,Psychic,hp:50|atk:150|def:50|spa:150|spd:50|spe:150
Turtwig,Grass,hp:55|atk:68|def:64|spa:45|spd:55|spe:31
Grotle,Grass,hp:75|atk:89|def:85|spa:55|spd:65|spe:36
Torterra,Grass|Ground,hp:95|atk:109|def:105|spa:75|spd:85|spe:56
Chimchar,Fire,hp:44|atk:58|def:44|spa:58|spd:44|spe:61
Monferno,Fire|Fighting,hp:64|atk:78|def:52|spa:78|spd:52|spe:81
Infernape,Fire|Fighting,hp:76|atk:104|def:71|spa:104|spd:71|spe:108
Piplup,Water,hp:53|atk:51|def:53|spa:61|spd:56|spe:40
Prinplup,Water,hp:64|atk:66|def:68|spa:81|spd:76|spe:50
Empoleon,Water|Steel,hp:84|atk:86|def:88|spa:111|spd:101|spe:60
Starly,Normal|Flying,hp:40|atk:55|def:30|spa:30|spd:30|spe:60
Staravia,Normal|Flying,hp:55|atk:75|def:50|spa:40|spd:40|spe:80
Staraptor,Normal|Flying,hp:85|atk:120|def:70|spa:50|spd:60|spe:100
Bidoof,Normal,hp:59|atk:45|def:40|spa:35|spd:40|spe:31
Bibarel,Normal|Water,hp:79|atk:85|def:60|spa:55|spd:60|spe:71
Kricketot,Bug,hp:37|atk:25|def:41|spa:25|spd:41|spe:25
Kricketune,Bug,hp:77|atk:85|def:51|spa:55|spd:51|spe:65
Shinx,Electric,hp:45|atk:65|def:34|spa:40|spd:34|spe:45
Luxio,Electric,hp:60|atk:85|def:49|spa:60|spd:49|spe:60
Luxray,Electric,hp:80|atk:120|def:79|spa:95|spd:79|spe:70
Budew,Grass|Poison,hp:40|atk:30|def:35|spa:50|spd:70|spe:55
Roserade,Grass|Poison,hp:60|atk:70|def:65|spa:125|spd:105|spe:90
Cranidos,Rock,hp:67|atk:125|def:40|spa:30|spd:30|spe:58
Rampardos,Rock,hp:97|atk:165|def:60|spa:65|spd:50|spe:58
Shieldon,Rock|Steel,hp:30|atk:42|def:118|spa:42|spd:88|spe:30
Bastiodon,Rock|Steel,hp:60|atk:52|def:168|spa:47|spd:138|spe:30
Burmy,Bug,hp:40|atk:29|def:45|spa:29|spd:45|spe:36
Wormadam,Bug|Grass,hp:60|atk:59|def:85|spa:79|spd:105|spe:36
Mothim,Bug|Flying,hp:70|atk:94|def:50|spa:94|spd:50|spe:66
Combee,Bug|Flying,hp:30|atk:30|def:42|spa:30|spd:42|spe:70
Vespiquen,Bug|Flying,hp:70|atk:80|def:102|spa:80|spd:102|spe:40
Pachirisu,Electric,hp:60|atk:45|def:70|spa:45|spd:90|spe:95
Buizel,Water,hp:55|atk:65|def:35|spa:60|spd:30|spe:85
Floatzel,Water,hp:85|atk:105|def:55|spa:85|spd:50|spe:115
Cherubi,Grass,hp:45|atk:35|def:45|spa:62|spd:53|spe:35
Cherrim,Grass,hp:70|atk:60|def:70|spa:87|spd:78|spe:85
Shellos,Water,hp:76|atk:48|def:48|spa:57|spd:62|spe:34
Gastrodon,Water|Ground,hp:111|atk:83|def:68|spa:92|spd:82|spe:39
Ambipom,Normal,hp:75|atk:100|def:66|spa:60|spd:66|spe:115
Drifloon,Ghost|Flying,hp:90|atk:50|def:34|spa:60|spd:44|spe:70
Drifblim,Ghost|Flying,hp:150|atk:80|def:44|spa:90|spd:54|spe:80
Buneary,Normal,hp:55|atk:66|def:44|spa:44|spd:56|spe:85
Lopunny,Normal,hp:65|atk:76|def:84|spa:54|spd:96|spe:105
Mismagius,Ghost,hp:60|atk:60|def:60|spa:105|spd:105|spe:105
Honchkrow,Dark|Flying,hp:100|atk:125|def:52|spa:105|spd:52|spe:71
Glameow,Normal,hp:49|atk:55|def:42|spa:42|spd:37|spe:85
Purugly,Normal,hp:71|atk:82|def:64|spa:64|spd:59|spe:112
Chingling,Psychic,hp:45|atk:30|def:50|spa:65|spd:50|spe:45
Stunky,Poison|Dark,hp:63|atk:63|def:47|spa:41|spd:41|spe:74
Skuntank,Poison|Dark,hp:103|atk:93|def:67|spa:71|spd:61|spe:84
Bronzor,Steel|Psychic,hp:57|atk:24|def:86|spa:24|spd:86|spe:23
Bronzong,Steel|Psychic,hp:67|atk:89|def:116|spa:79|spd:116|spe:33
Bonsly,Rock,hp:50|atk:80|def:95|spa:10|spd:45|spe:10
Happiny,Normal,hp:100|atk:5|def:5|spa:15|spd:65|spe:30
Chatot,Normal|Flying,hp:76|atk:65|def:45|spa:92|spd:42|spe:91
Spiritomb,Ghost|Dark,hp:50|atk:92|def:108|spa:92|spd:108|spe:35
Gible,Dragon|Ground,hp:58|atk:70|def:45|spa:40|spd:45|spe:42
Gabite,Dragon|Ground,hp:68|atk:90|def:65|spa:50|spd:55|spe:82
Garchomp,Dragon|Ground,hp:108|atk:130|def:95|spa:80|spd:85|spe:102
Munchlax,Normal,hp:135|atk:85|def:40|spa:40|spd:85|spe:5
Riolu,Fighting,hp:40|atk:70|def:40|spa:35|spd:40|spe:60
Lucario,Fighting|Steel,hp:70|atk:110|def:70|spa:115|spd:70|spe:90
Hippopotas,Ground,hp:68|atk:72|def:78|spa:38|spd:42|spe:32
Hippowdon,Ground,hp:108|atk:112|def:118|spa:68|spd:72|spe:47
Skorupi,Poison|Bug,hp:40|atk:50|def:90|spa:30|spd:55|spe:65
Drapion,Poison|Dark,hp:70|atk:90|def:110|spa:60|spd:75|spe:95
Croagunk,Poison|Fighting,hp:48|atk:61|def:40|spa:61|spd:40|spe:50
Toxicroak,Poison|Fighting,hp:83|atk:106|def:65|spa:86|spd:65|spe:85
Carnivine,Grass,hp:74|atk:100|def:72|spa:90|spd:72|spe:46
Finneon,Water,hp:49|atk:49|def:56|spa:49|spd:61|spe:66
Lumineon,Water,hp:69|atk:69|def:76|spa:69|spd:86|spe:91
Mantyke,Water|Flying,hp:45|atk:20|def:50|spa:60|spd:120|spe:50
Snover,Grass|Ice,hp:60|atk:62|def:50|spa:62|spd:60|spe:40
Abomasnow,Grass|Ice,hp:90|atk:92|def:75|spa:92|spd:85|spe:60
Weavile,Dark|Ice,hp:70|atk:120|def:65|spa:45|spd:85|spe:125
Magnezone,Electric|Steel,hp:70|atk:70|def:115|spa:130|spd:90|spe:60
Lickilicky,Normal,hp:110|atk:85|def:95|spa:80|spd:95|spe:50
Rhyperior,Ground|Rock,hp:115|atk:140|def:130|spa:55|spd:55|spe:40
Tangrowth,Grass,hp:100|atk:100|def:125|spa:110|spd:50|spe:50
Electivire,Electric,hp:75|atk:123|def:67|spa:95|spd:85|spe:95
Magmortar,Fire,hp:75|atk:95|def:67|spa:125|spd:95|spe:83
Togekiss,Fairy|Flying,hp:85|atk:50|def:95|spa:120|spd:115|spe:80
Yanmega,Bug|Flying,hp:86|atk:76|def:86|spa:116|spd:56|spe:95
Leafeon,Grass,hp:65|atk:110|def:130|spa:60|spd:65|spe:95
Glaceon,Ice,hp:65|atk:60|def:110|spa:130|spd:95|spe:65
Gliscor,Ground|Flying,hp:75|atk:95|def:125|spa:45|spd:75|spe:95
Mamoswine,Ice|Ground,hp:110|atk:130|def:80|spa:70|spd:60|spe:80
Gallade,Psychic|Fighting,hp:68|atk:125|def:65|spa:65|spd:115|spe:80
Probopass,Rock|Steel,hp:60|atk:55|def:145|spa:75|spd:150|spe:40
Dusknoir,Ghost,hp:45|atk:100|def:135|spa:65|spd:135|spe:45
Froslass,Ice|Ghost,hp:70|atk:80|def:70|spa:80|spd:70|spe:110
Rotom,Electric|Ghost,hp:50|atk:50|def:77|spa:95|spd:77|spe:91
Uxie,Psychic,hp:75|atk:75|def:130|spa:75|spd:130|spe:95
Mesprit,Psychic,hp:80|atk:105|def:105|spa:105|spd:105|spe:80
Azelf,Psychic,hp:75|atk:125|def:70|spa:125|spd:70|spe:115
Dialga,Steel|Dragon,hp:100|atk:120|def:120|spa:150|spd:100|spe:90
Palkia,Water|Dragon,hp:90|atk:120|def:100|spa:150|spd:120|spe:100
Heatran,Fire|Steel,hp:91|atk:90|def:106|spa:130|spd:106|spe:77
Regigigas,Normal,hp:110|atk:160|def:110|spa:80|spd:110|spe:100
Giratina,Ghost|Dragon,hp:150|atk:100|def:120|spa:100|spd:120|spe:90
Cresselia,Psychic,hp:120|atk:70|def:110|spa:75|spd:120|spe:85
Phione,Water,hp:80|atk:80|def:80|spa:80|spd:80|spe:80
Manaphy,Water,hp:100|atk:100|def:100|spa:100|spd:100|spe:100
Darkrai,Dark,hp:70|atk:90|def:90|spa:135|spd:90|spe:125
Shaymin,Grass,hp:100|atk:100|def:100|spa:100|spd:100|spe:100
Arceus,Normal,hp:120|atk:120|def:120|spa:120|spd:120|spe:120
Victini,Psychic|Fire,hp:100|atk:100|def:100|spa:100|spd:100|spe:100
Snivy,Grass,hp:45|atk:45|def:55|spa:45|spd:55|spe:63
Servine,Grass,hp:60|atk:60|def:75|spa:60|spd:75|spe:83
Serperior,Grass,hp:75|atk:75|def:95|spa:75|spd:95|spe:113
Tepig,Fire,hp:65|atk:63|def:45|spa:45|spd:45|spe:45
Pignite,Fire|Fighting,hp:90|atk:93|def:55|spa:70|spd:55|spe:55
Emboar,Fire|Fighting,hp:110|atk:123|def:65|spa:100|spd:65|spe:65
Oshawott,Water,hp:55|atk:55|def:45|spa:63|spd:45|spe:45
Dewott,Water,hp:75|atk:75|def:60|spa:83|spd:60|spe:60
Samurott,Water,hp:95|atk:100|def:85|spa:108|spd:70|spe:70
Patrat,Normal,hp:45|atk:55|def:39|spa:35|spd:39|spe:42
Watchog,Normal,hp:60|atk:85|def:69|spa:60|spd:69|spe:77
Lillipup,Normal,hp:45|atk:60|def:45|spa:25|spd:45|spe:55
Herdier,Normal,hp:65|atk:80|def:65|spa:35|spd:65|spe:60
Stoutland,Normal,hp:85|atk:110|def:90|spa:45|spd:90|spe:80
Purrloin,Dark,hp:41|atk:50|def:37|spa:50|spd:37|spe:66
Liepard,Dark,hp:64|atk:88|def:50|spa:88|spd:50|spe:106
Pansage,Grass,hp:50|atk:53|def:48|spa:53|spd:48|spe:64
Simisage,Grass,hp:75|atk:98|def:63|spa:98|spd:63|spe:101
Pansear,Fire,hp:50|atk:53|def:48|spa:53|spd:48|spe:64
Simisear,Fire,hp:75|atk:98|def:63|spa:98|spd:63|spe:101
Panpour,Water,hp:50|atk:53|def:48|spa:53|spd:48|spe:64
Simipour,Water,hp:75|atk:98|def:63|spa:98|spd:63|spe:101
Munna,Psychic,hp:76|atk:25|def:45|spa:67|spd:55|spe:24
Musharna,Psychic,hp:116|atk:55|def:85|spa:107|spd:95|spe:29
Pidove,Normal|Flying,hp:50|atk:55|def:50|spa:36|spd:30|spe:43
Tranquill,Normal|Flying,hp:62|atk:77|def:62|spa:50|spd:42|spe:65
Unfezant,Normal|Flying,hp:80|atk:115|def:80|spa:65|spd:55|spe:93
Blitzle,Electric,hp:45|atk:60|def:32|spa:50|spd:32|spe:76
Zebstrika,Electric,hp:75|atk:100|def:63|spa:80|spd:63|spe:116
Roggenrola,Rock,hp:55|atk:75|def:85|spa:25|spd:25|spe:15
Boldore,Rock,hp:70|atk:105|def:105|spa:50|spd:40|spe:20
Gigalith,Rock,hp:85|atk:135|def:130|spa:60|spd:80|spe:25
Woobat,Psychic|Flying,hp:65|atk:45|def:43|spa:55|spd:43|spe:72
Swoobat,Psychic|Flying,hp:67|atk:57|def:55|spa:77|spd:55|spe:114
Drilbur,Ground,hp:60|atk:85|def:40|spa:30|spd:45|spe:68
Excadrill,Ground|Steel,hp:110|atk:135|def:60|spa:50|spd:65|spe:88
Audino,Normal,hp:103|atk:60|def:86|spa:60|spd:86|spe:50
Timburr,Fighting,hp:75|atk:80|def:55|spa:25|spd:35|spe:35
Gurdurr,Fighting,hp:85|atk:105|def:85|spa:40|spd:50|spe:40
Conkeldurr,Fighting,hp:105|atk:140|def:95|spa:55|spd:65|spe:45
Tympole,Water,hp:50|atk:50|def:40|spa:50|spd:40|spe:64
Palpitoad,Water|Ground,hp:75|atk:65|def:55|spa:65|spd:55|spe:69
Seismitoad,Water|Ground,hp:105|atk:95|def:75|spa:85|spd:75|spe:74
Throh,Fighting,hp:120|atk:100|def:85|spa:30|spd:85|spe:45
Sawk,Fighting,hp:75|atk:125|def:75|spa:30|spd:75|spe:85
Sewaddle,Bug|Grass,hp:45|atk:53|def:70|spa:40|spd:60|spe:42
Swadloon,Bug|Grass,hp:55|atk:63|def:90|spa:50|spd:80|spe:42
Leavanny,Bug|Grass,hp:75|atk:103|def:80|spa:70|spd:80|spe:92
Venipede,Bug|Poison,hp:30|atk:45|def:59|spa:30|spd:39|spe:57
Whirlipede,Bug|Poison,hp:40|atk:55|def:99|spa:40|spd:79|spe:47
Scolipede,Bug|Poison,hp:60|atk:100|def:89|spa:55|spd:69|spe:112
Cottonee,Grass|Fairy,hp:40|atk:27|def:60|spa:37|spd:50|spe:66
Whimsicott,Grass|Fairy,hp:60|atk:67|def:85|spa:77|spd:75|spe:116
Petilil,Grass,hp:45|atk:35|def:50|spa:70|spd:50|spe:30
Lilligant,Grass,hp:70|atk:60|def:75|spa:110|spd:75|spe:90
Basculin,Water,hp:70|atk:92|def:65|spa:80|spd:55|spe:98
Sandile,Ground|Dark,hp:50|atk:72|def:35|spa:35|spd:35|spe:65
Krokorok,Ground|Dark,hp:60|atk:82|def:45|spa:45|spd:45|spe:74
Krookodile,Ground|Dark,hp:95|atk:117|def:80|spa:65|spd:70|spe:92
Darumaka,Fire,hp:70|atk:90|def:45|spa:15|spd:45|spe:50
Darmanitan,Fire,hp:105|atk:140|def:55|spa:30|spd:55|spe:95
Maractus,Grass,hp:75|atk:86|def:67|spa:106|spd:67|spe:60
Dwebble,Bug|Rock,hp:50|atk:65|def:85|spa:35|spd:35|spe:55
Crustle,Bug|Rock,hp:70|atk:105|def:125|spa:65|spd:75|spe:45
Scraggy,Dark|Fighting,hp:50|atk:75|def:70|spa:35|spd:70|spe:48
Scrafty,Dark|Fighting,hp:65|atk:90|def:115|spa:45|spd:115|spe:58
Sigilyph,Psychic|Flying,hp:72|atk:58|def:80|spa:103|spd:80|spe:97
Yamask,Ghost,hp:38|atk:30|def:85|spa:55|spd:65|spe:30
Cofagrigus,Ghost,hp:58|atk:50|def:145|spa:95|spd:105|spe:30
Tirtouga,Water|Rock,hp:54|atk:78|def:103|spa:53|spd:45|spe:22
Carracosta,Water|Rock,hp:74|atk:108|def:133|spa:83|spd:65|spe:32
Archen,Rock|Flying,hp:55|atk:112|def:45|spa:74|spd:45|spe:70
Archeops,Rock|Flying,hp:75|atk:140|def:65|spa:112|spd:65|spe:110
Trubbish,Poison,hp:50|atk:50|def:62|spa:40|spd:62|spe:65
Garbodor,Poison,hp:80|atk:95|def:82|spa:60|spd:82|spe:75
Zorua,Dark,hp:40|atk:65|def:40|spa:80|spd:40|spe:65
Zoroark,Dark,hp:60|atk:105|def:60|spa:120|spd:60|spe:105
Minccino,Normal,hp:55|atk:50|def:40|spa:40|spd:40|spe:75
Cinccino,Normal,hp:75|atk:95|def:60|spa:65|spd:60|spe:115
Gothita,Psychic,hp:45|atk:30|def:50|spa:55|spd:65|spe:45
Gothorita,Psychic,hp:60|atk:45|def:70|spa:75|spd:85|spe:55
Gothitelle,Psychic,hp:70|atk:55|def:95|spa:95|spd:110|spe:65
Solosis,Psychic,hp:45|atk:30|def:40|spa:105|spd:50|spe:20
Duosion,Psychic,hp:65|atk:40|def:50|spa:125|spd:60|spe:30
Reuniclus,Psychic,hp:110|atk:65|def:75|spa:125|spd:85|spe:30
Ducklett,Water|Flying,hp:62|atk:44|def:50|spa:44|spd:50|spe:55
Swanna,Water|Flying,hp:75|atk:87|def:63|spa:87|spd:63|spe:98
Vanillite,Ice,hp:36|atk:50|def:50|spa:65|spd:60|spe:44
Vanillish,Ice,hp:51|atk:65|def:65|spa:80|spd:75|spe:59
Vanilluxe,Ice,hp:71|atk:95|def:85|spa:110|spd:95|spe:79
Deerling,Normal|Grass,hp:60|atk:60|def:50|spa:40|spd:50|spe:75
Sawsbuck,Normal|Grass,hp:80|atk:100|def:70|spa:60|spd:70|spe:95
Emolga,Electric|Flying,hp:55|atk:75|def:60|spa:75|spd:60|spe:103
Karrablast,Bug,hp:50|atk:75|def:45|spa:40|spd:45|spe:60
Escavalier,Bug|Steel,hp:70|atk:135|def:105|spa:60|spd:105|spe:20
Foongus,Grass|Poison,hp:69|atk:55|def:45|spa:55|spd:55|spe:15
Amoonguss,Grass|Poison,hp:114|atk:85|def:70|spa:85|spd:80|spe:30
Frillish,Water|Ghost,hp:55|atk:40|def:50|spa:65|spd:85|spe:40
Jellicent,Water|Ghost,hp:100|atk:60|def:70|spa:85|spd:105|spe:60
Alomomola,Water,hp:165|atk:75|def:80|spa:40|spd:45|spe:65
Joltik,Bug|Electric,hp:50|atk:47|def:50|spa:57|spd:50|spe:65
Galvantula,Bug|Electric,hp:70|atk:77|def:60|spa:97|spd:60|spe:108
Ferroseed,Grass|Steel,hp:44|atk:50|def:91|spa:24|spd:86|spe:10
Ferrothorn,Grass|Steel,hp:74|atk:94|def:131|spa:54|spd:116|spe:20
Klink,Steel,hp:40|atk:55|def:70|spa:45|spd:60|spe:30
Klang,Steel,hp:60|atk:80|def:95|spa:70|spd:85|spe:50
Klinklang,Steel,hp:60|atk:100|def:115|spa:70|spd:85|spe:90
Tynamo,Electric,hp:35|atk:55|def:40|spa:45|spd:40|spe:60
Eelektrik,Electric,hp:65|atk:85|def:70|spa:75|spd:70|spe:40
Eelektross,Electric,hp:85|atk:115|def:80|spa:105|spd:80|spe:50
Elgyem,Psychic,hp:55|atk:55|def:55|spa:85|spd:55|spe:30
Beheeyem,Psychic,hp:75|atk:75|def:75|spa:125|spd:95|spe:40
Litwick,Ghost|Fire,hp:50|atk:30|def:55|spa:65|spd:55|spe:20
Lampent,Ghost|Fire,hp:60|atk:40|def:60|spa:95|spd:60|spe:55
Chandelure,Ghost|Fire,hp:60|atk:55|def:90|spa:145|spd:90|spe:80
Axew,Dragon,hp:46|atk:87|def:60|spa:30|spd:40|spe:57
Fraxure,Dragon,hp:66|atk:117|def:70|spa:40|spd:50|spe:67
Haxorus,Dragon,hp:76|atk:147|def:90|spa:60|spd:70|spe:97
Cubchoo,Ice,hp:55|atk:70|def:40|spa:60|spd:40|spe:40
Beartic,Ice,hp:95|atk:130|def:80|spa:70|spd:80|spe:50
Cryogonal,Ice,hp:80|atk:50|def:50|spa:95|spd:135|spe:105
Shelmet,Bug,hp:50|atk:40|def:85|spa:40|spd:65|spe:25
Accelgor,Bug,hp:80|atk:70|def:40|spa:100|spd:60|spe:145
Stunfisk,Ground|Electric,hp:109|atk:66|def:84|spa:81|spd:99|spe:32
Mienfoo,Fighting,hp:45|atk:85|def:50|spa:55|spd:50|spe:65
Mienshao,Fighting,hp:65|atk:125|def:60|spa:95|spd:60|spe:105
Druddigon,Dragon,hp:77|atk:120|def:90|spa:60|spd:90|spe:48
Golett,Ground|Ghost,hp:59|atk:74|def:50|spa:35|spd:50|spe:35
Golurk,Ground|Ghost,hp:89|atk:124|def:80|spa:55|spd:80|spe:55
Pawniard,Dark|Steel,hp:45|atk:85|def:70|spa:40|spd:40|spe:60
Bisharp,Dark|Steel,hp:65|atk:125|def:100|spa:60|spd:70|spe:70
Bouffalant,Normal,hp:95|atk:110|def:95|spa:40|spd:95|spe:55
Rufflet,Normal|Flying,hp:70|atk:83|def:50|spa:37|spd:50|spe:60
Braviary,Normal|Flying,hp:100|atk:123|def:75|spa:57|spd:75|spe:80
Vullaby,Dark|Flying,hp:70|atk:55|def:75|spa:45|spd:65|spe:60
Mandibuzz,Dark|Flying,hp:110|atk:65|def:105|spa:55|spd:95|spe:80
Heatmor,Fire,hp:85|atk:97|def:66|spa:105|spd:66|spe:65
Durant,Bug|Steel,hp:58|atk:109|def:112|spa:48|spd:48|spe:109
Deino,Dark|Dragon,hp:52|atk:65|def:50|spa:45|spd:50|spe:38
Zweilous,Dark|Dragon,hp:72|atk:85|def:70|spa:65|spd:70|spe:58
Hydreigon,Dark|Dragon,hp:92|atk:105|def:90|spa:125|spd:90|spe:98
Larvesta,Bug|Fire,hp:55|atk:85|def:55|spa:50|spd:55|spe:60
Volcarona,Bug|Fire,hp:85|atk:60|def:65|spa:135|spd:105|spe:100
Cobalion,Steel|Fighting,hp:91|atk:90|def:129|spa:90|spd:72|spe:108
Terrakion,Rock|Fighting,hp:91|atk:129|def:90|spa:72|spd:90|spe:108
Virizion,Grass|Fighting,hp:91|atk:90|def:72|spa:90|spd:129|spe:108
Tornadus,Flying,hp:79|atk:115|def:70|spa:125|spd:80|spe:111
Thundurus,Electric|Flying,hp:79|atk:115|def:70|spa:125|spd:80|spe:111
Reshiram,Dragon|Fire,hp:100|atk:120|def:100|spa:150|spd:120|spe:90
Zekrom,Dragon|Electric,hp:100|atk:150|def:120|spa:120|spd:100|spe:90
Landorus,Ground|Flying,hp:89|atk:125|def:90|spa:115|spd:80|spe:101
Kyurem,Dragon|Ice,hp:125|atk:130|def:90|spa:130|spd:90|spe:95
Keldeo,Water|Fighting,hp:91|atk:72|def:90|spa:129|spd:90|spe:108
Meloetta,Normal|Psychic,hp:100|atk:77|def:77|spa:128|spd:128|spe:90
Genesect,Bug|Steel,hp:71|atk:120|def:95|spa:120|spd:95|spe:99
Chespin,Grass,hp:56|atk:61|def:65|spa:48|spd:45|spe:38
Quilladin,Grass,hp:61|atk:78|def:95|spa:56|spd:58|spe:57
Chesnaught,Grass|Fighting,hp:88|atk:107|def:122|spa:74|spd:75|spe:64
Fennekin,Fire,hp:40|atk:45|def:40|spa:62|spd:60|spe:60
Braixen,Fire,hp:59|atk:59|def:58|spa:90|spd:70|spe:73
Delphox,Fire|Psychic,hp:75|atk:69|def:72|spa:114|spd:100|spe:104
Froakie,Water,hp:41|atk:56|def:40|spa:62|spd:44|spe:71
Frogadier,Water,hp:54|atk:63|def:52|spa:83|spd:56|spe:97
Greninja,Water|Dark,hp:72|atk:95|def:67|spa:103|spd:71|spe:122
Bunnelby,Normal,hp:38|atk:36|def:38|spa:32|spd:36|spe:57
Diggersby,Normal|Ground,hp:85|atk:56|def:77|spa:50|spd:77|spe:78
Fletchling,Normal|Flying,hp:45|atk:50|def:43|spa:40|spd:38|spe:62
Fletchinder,Fire|Flying,hp:62|atk:73|def:55|spa:56|spd:52|spe:84
Talonflame,Fire|Flying,hp:78|atk:81|def:71|spa:74|spd:69|spe:126
Scatterbug,Bug,hp:38|atk:35|def:40|spa:27|spd:25|spe:35
Spewpa,Bug,hp:45|atk:22|def:60|spa:27|spd:30|spe:29
Vivillon,Bug|Flying,hp:80|atk:52|def:50|spa:90|spd:50|spe:89
Litleo,Fire|Normal,hp:62|atk:50|def:58|spa:73|spd:54|spe:72
Pyroar,Fire|Normal,hp:86|atk:68|def:72|spa:109|spd:66|spe:106
Floette,Fairy,hp:54|atk:45|def:47|spa:75|spd:98|spe:52
Florges,Fairy,hp:78|atk:65|def:68|spa:112|spd:154|spe:75
Skiddo,Grass,hp:66|atk:65|def:48|spa:62|spd:57|spe:52
Gogoat,Grass,hp:123|atk:100|def:62|spa:97|spd:81|spe:68
Pancham,Fighting,hp:67|atk:82|def:62|spa:46|spd:48|spe:43
Pangoro,Fighting|Dark,hp:95|atk:124|def:78|spa:69|spd:71|spe:58
Furfrou,Normal,hp:75|atk:80|def:60|spa:65|spd:90|spe:102
Espurr,Psychic,hp:62|atk:48|def:54|spa:63|spd:60|spe:68
Meowstic,Psychic,hp:74|atk:48|def:76|spa:83|spd:81|spe:104
Honedge,Steel|Ghost,hp:45|atk:80|def:100|spa:35|spd:37|spe:28
Doublade,Steel|Ghost,hp:59|atk:110|def:150|spa:45|spd:49|spe:35
Aegislash,Steel|Ghost,hp:60|atk:50|def:140|spa:50|spd:140|spe:60
Spritzee,Fairy,hp:78|atk:52|def:60|spa:63|spd:65|spe:23
Aromatisse,Fairy,hp:101|atk:72|def:72|spa:99|spd:89|spe:29
Swirlix,Fairy,hp:62|atk:48|def:66|spa:59|spd:57|spe:49
Slurpuff,Fairy,hp:82|atk:80|def:86|spa:85|spd:75|spe:72
Inkay,Dark|Psychic,hp:53|atk:54|def:53|spa:37|spd:46|spe:45
Malamar,Dark|Psychic,hp:86|atk:92|def:88|spa:68|spd:75|spe:73
Binacle,Rock|Water,hp:42|atk:52|def:67|spa:39|spd:56|spe:50
Barbaracle,Rock|Water,hp:72|atk:105|def:115|spa:54|spd:86|spe:68
Skrelp,Poison|Water,hp:50|atk:60|def:60|spa:60|spd:60|spe:30
Dragalge,Poison|Dragon,hp:65|atk:75|def:90|spa:97|spd:123|spe:44
Clauncher,Water,hp:50|atk:53|def:62|spa:58|spd:63|spe:44
Clawitzer,Water,hp:71|atk:73|def:88|spa:120|spd:89|spe:59
Helioptile,Electric|Normal,hp:44|atk:38|def:33|spa:61|spd:43|spe:70
Heliolisk,Electric|Normal,hp:62|atk:55|def:52|spa:109|spd:94|spe:109
